sample,seconds,register,value
368296,8.351383219954648,0x34,0x58
368313,8.351768707482993,0x35,0x58
368345,8.35249433106576,0x2F,0x1E
368348,8.352562358276645,0x37,0x28
368901,8.365102040816327,0x30,0x10
368949,8.366190476190477,0x33,0x84
368966,8.366575963718821,0x34,0x84
368983,8.366961451247166,0x35,0x84
369016,8.367709750566894,0x37,0x54
369624,8.381496598639457,0x30,0x04
369672,8.382585034013605,0x33,0x60
369689,8.38297052154195,0x34,0x60
369706,8.383356009070296,0x35,0x60
369739,8.384104308390024,0x37,0x30
370347,8.397891156462585,0x28,0x4D
370349,8.397936507936508,0x30,0xFC
370397,8.399024943310657,0x33,0x34
370414,8.399410430839001,0x34,0x34
370431,8.399795918367348,0x35,0x34
370464,8.400544217687075,0x37,0x04
371106,8.415102040816327,0x08,0x02
371118,8.415374149659863,0x33,0x08
371135,8.41575963718821,0x34,0x08
371152,8.416145124716554,0x35,0x08
371184,8.41687074829932,0x2F,0x1D
371187,8.416938775510204,0x37,0xD8
371793,8.430680272108843,0x28,0x4E
371796,8.430748299319728,0x30,0x08
371843,8.431814058956917,0x2B,0x2D
371846,8.4318820861678,0x33,0xDC
371862,8.432244897959183,0x2C,0x26
371865,8.432312925170068,0x34,0xDC
371881,8.432675736961452,0x2D,0x1D
371884,8.432743764172336,0x35,0xDC
371916,8.433469387755101,0x37,0xAC
372009,8.435578231292517,0xE2,0x2F
372010,8.435600907029478,0xEA,0x4F
372012,8.435646258503402,0xF2,0x2F
372013,8.435668934240363,0xFA,0x2F
372516,8.447074829931973,0x30,0x14
372548,8.44780045351474,0x2A,0x40
372578,8.448480725623583,0xE2,0x26
372585,8.448639455782313,0xF2,0x46
